"","obsID","cross_checked","reference","paperID","subsetID","speciesID","common_name","species","species_cleaned","species_class","region","country","lat","lon","fitness_main_focus","confirmation_bias","study_type","shared_group","dispersal_type","dispersal_phase","fitness_metric","study_design","age_class","sex","n","group_1","group_2","n_group_1","n_group_2","mean_group_1","mean_group_2","mean_units","type_of_variance","variance_group_1","variance_group_2","function_needed","direction_change","effect_size","effect_size_details","effect_size_type","effect_size_value","positive...non.disperser.did.better.than.disperser","effect_size_df","effect_size_p_value_numeric","effect_size_type_of_variance","effect_size_variance","publication_year","publication_authors","age_class_clean","fitness_metric_clean","fitness_higher_level","whose_fitness"
"382","ARM","SN","Cotto et al. 2015","p123","c268","s001","common lizard","Zootoca vivipara","Zootoca vivipara","Reptilia","Finiels","France",44.4042985427422,3.74730107705628,"Y",NA,"semi-natural","N","natal","settlement","survival","contrast","A","F",71,"non-disperser","disperser",52,19,0.59258,0.6286126,"survival rate","SD",0.3318683,0.4569559,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Cotto et al.","adult","survival","survival","individual"
"383","ARM","SN","Cotto et al. 2015","p123","c269","s001","common lizard","Zootoca vivipara","Zootoca vivipara","Reptilia","Finiels","France",44.4042985427422,3.74730107705628,"Y",NA,"semi-natural","N","natal","settlement","survival","contrast","A","F",43,"non-disperser","disperser",33,10,0.5525669,0.1901166,"survival rate","SD",0.3358882,0.2198335,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Cotto et al.","adult","survival","survival","individual"
"384","ARM","SN","Cotto et al. 2015","p123","c270","s001","common lizard","Zootoca vivipara","Zootoca vivipara","Reptilia","Finiels","France",44.4042985427422,3.74730107705628,"Y",NA,"semi-natural","N","natal","settlement","survival","contrast","A","F",20,"non-disperser","disperser",18,2,0.2310422,0.3163211,"survival rate","SD",0.2043675,0.1843571,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Cotto et al.","adult","survival","survival","individual"
"385","ARM",NA,"Castaño et al. 2015","p124","c271","s097","black vulture","Aegypius monachus","Aegypius monachus","Aves","Mota del Cuervo","Spain",39.5017173805585,-2.87108534305594,"Y",NA,"natural","N","natal","prospection","survival","gradient","J","B",8,"dead","alive",5,3,105,419.6667,"mean km","SD",107.6824,209.4047,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Castaño et al.","juvenile","survival","survival","individual"
"386","ARM",NA,"van Overveld et al. 2015","p125","c272","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of fledglings","contrast","YA","M",160,"non-disperser","disperser",68,92,18.94,14.75,"mean number of fledglings","SD",10.96746096,9.783496308,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","lifetime reproductive success","reproduction","individual"
"387","ARM",NA,"van Overveld et al. 2015","p125","c272","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of recruits","contrast","YA","M",160,"non-disperser","disperser",68,92,0.98,0.88,"mean number of recruits","SD",1.3193938,1.246916196,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","offspring survival","survival","offspring"
"388","ARM",NA,"van Overveld et al. 2015","p125","c273","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of fledglings","contrast","YA","M",97,"non-disperser","disperser",68,29,18.94,22.14,"mean number of fledglings","SD",10.96746096,15.18616476,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","lifetime reproductive success","reproduction","individual"
"389","ARM",NA,"van Overveld et al. 2015","p125","c273","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of recruits","contrast","YA","M",97,"non-disperser","disperser",68,29,0.98,1.82,"mean number of recruits","SD",1.3193938,2.261769219,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","offspring survival","survival","offspring"
"390","ARM",NA,"van Overveld et al. 2015","p125","c274","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of fledglings","contrast","YA","F",153,"non-disperser","disperser",42,111,16.62,19.15,"mean number of fledglings","SD",10.49879993,12.01064528,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","lifetime reproductive success","reproduction","individual"
"391","ARM",NA,"van Overveld et al. 2015","p125","c274","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of recruits","contrast","YA","F",153,"non-disperser","disperser",42,111,1.24,1.1,"mean number of recruits","SD",1.490570361,1.369634988,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","offspring survival","survival","offspring"
"392","ARM",NA,"van Overveld et al. 2015","p125","c275","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of fledglings","contrast","YA","F",109,"non-disperser","disperser",42,67,16.62,16.7,"mean number of fledglings","SD",10.49879993,11.13207977,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","lifetime reproductive success","reproduction","individual"
"393","ARM",NA,"van Overveld et al. 2015","p125","c275","s015","great tit","Parus major","Parus major","Aves","Boechout","Belgium",51.1664030362176,4.49486604492686,"Y",NA,"natural","C","natal","settlement","number of recruits","contrast","YA","F",109,"non-disperser","disperser",42,67,1.24,0.85,"mean number of recruits","SD",1.490570361,1.309656443,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"van Overveld et al.","adult","offspring survival","survival","offspring"
"394","ARM",NA,"Manjerovic & Waterman 2015","p126","c276","s098","cape ground squirrel","Xerus inauris","Xerus inauris","Mammalia","Bloemhof","South Africa",-27.6388056103875,25.5957982091483,"Y",NA,"natural","N","natal","settlement","number of offspring","contrast","A","M",106,"non-disperser","disperser",24,82,0.75,0.9,"mean number of offspring","SD",0.8818163074,1.086646217,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"Manjerovic & Waterman","adult","lifetime breeding success","reproduction","individual"
"395","ARM",NA,"Fasciolo et al. 2016","p127","c277","s099","eagle owl","Bubo bubo","Bubo bubo","Aves","Seville","Spain",37.3907769306598,-5.98321148528955,"N",NA,"natural","N","B","settlement","survival","contrast","JYA","F",39,"non-disperser","disperser",10,29,60,55.17241379,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fasciolo et al.","mix","survival","survival","individual"
"396","ARM",NA,"Fasciolo et al. 2016","p127","c278","s099","eagle owl","Bubo bubo","Bubo bubo","Aves","Seville","Spain",37.3907769306598,-5.98321148528955,"N",NA,"natural","N","B","settlement","survival","contrast","JYA","M",69,"non-disperser","disperser",24,45,66.66666667,55.55555556,"percent alive",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fasciolo et al.","mix","survival","survival","individual"
"397","ARM",NA,"Dvidian et al. 2016","p128","c279","s061","spotted hyena","Crocuta crocuta","Crocuta crocuta","Mammalia","Ngorongoro","Tanzania",-2.91548796758288,35.4052797393986,"Y",NA,"natural","N","natal","settlement","age at first reproduction","contrast","A","M",124,"non-disperser","disperser",24,100,4.2,5.3,"mean years","SD",1.4,1.6,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Dvidian et al.","adult","age at first reproduction","reproduction","individual"
"398","ARM",NA,"Dvidian et al. 2016","p128","c279","s061","spotted hyena","Crocuta crocuta","Crocuta crocuta","Mammalia","Ngorongoro","Tanzania",-2.91548796758288,35.4052797393986,"Y",NA,"natural","N","natal","settlement","annual number of offspring","contrast","A","M",196,"non-disperser","disperser",28,168,0.53,0.69,"mean number of offspring","SD",0.43,0.73,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Dvidian et al.","adult","lifetime breeding success","reproduction","individual"
"399","ARM",NA,"Dvidian et al. 2016","p128","c279","s061","spotted hyena","Crocuta crocuta","Crocuta crocuta","Mammalia","Ngorongoro","Tanzania",-2.91548796758288,35.4052797393986,"Y",NA,"natural","N","natal","settlement","survival","contrast","A","M",251,"non-disperser","disperser",41,210,7,8,"median years",NA,NA,NA,"estimate_method1",1,"cox proportional hazard","hazard ratio","estimate",1.4,"positive = disperser did better than non-disperser",1,0.27,"SE",0.4239658,2016,"Dvidian et al.","adult","survival","survival","individual"
"400","ARM",NA,"Pakanen et al. 2016","p129","c280","s100","willow tit","Poecile montanus","Poecile montanus","Aves","Oulo","Finland",65.0093249646219,25.4802775566522,"Y",NA,"natural","N","natal","settlement","breeding probability (not defined)","contrast","A","F",47,"non-disperser","disperser",13,34,0.769,0.912,"probability of breeding",NA,NA,NA,"proportion_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Pakanen et al.","adult","lifetime breeding success","reproduction","individual"
"401","ARM",NA,"Pakanen et al. 2016","p129","c281","s100","willow tit","Poecile montanus","Poecile montanus","Aves","Oulo","Finland",65.0093249646219,25.4802775566522,"Y",NA,"natural","N","natal","settlement","breeding probability (not defined)","contrast","A","M",74,"non-disperser","disperser",44,30,0.591,0.733,"probability of breeding",NA,NA,NA,"proportion_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Pakanen et al.","adult","lifetime breeding success","reproduction","individual"
"402","ARM",NA,"Åkesson et al. 2016","p130","c282","s036","gray wolf","Canis lupus","Canis lupus","Mammalia","Filipstad","Sweden",59.7166894942621,14.1707768110773,"Y",NA,"natural","N","natal","settlement","offspring survival","contrast","A","B",28,"non-disperser","disperser",24,4,0.7502955,0.7357143,"mean percent alive","SD",0.2380342,0.2323351,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Åkesson et al.","adult","offspring survival","survival","offspring"
"403","ARM",NA,"Åkesson et al. 2016","p130","c282","s036","gray wolf","Canis lupus","Canis lupus","Mammalia","Filipstad","Sweden",59.7166894942621,14.1707768110773,"Y",NA,"natural","N","natal","settlement","offspring successfully bred at least once","contrast","A","B",28,"non-disperser","disperser",24,4,0.1356036,0.4892857,"mean percent bred","SD",0.1595372,0.08586297,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Åkesson et al.","adult","offspring reproduction","reproduction","offspring"
"404","ARM","ML","Paris et al. 2016","p131","c283","s101","chatham island black robin","Petroica traversi","Petroica traversi","Aves","Rangatira Island","New Zealand",-44.3474416549391,-176.174338568166,"Y",NA,"natural","N","natal","settlement","breeding success (ratio of chicks fledged to number of eggs laid)","contrast","A","F",28,"non-disperser","disperser",5,23,NA,NA,NA,NA,NA,NA,"F_method1",-1,"linear model","glm","chi2",7.04,"positive = non-disperser did better than disperser",1,0.01,NA,NA,2016,"Paris et al.","adult","lifetime reproductive success","reproduction","individual"
"405","ARM","ML","Paris et al. 2016","p131","c284","s101","chatham island black robin","Petroica traversi","Petroica traversi","Aves","Rangatira Island","New Zealand",-44.3474416549391,-176.174338568166,"Y",NA,"natural","N","natal","settlement","breeding success (ratio of chicks fledged to number of eggs laid)","contrast","A","M",38,"non-disperser","disperser",29,9,NA,NA,NA,NA,NA,NA,"F_method1",-1,"linear model","glm","chi2",0.056,"positive = non-disperser did better than disperser",1,0.81,NA,NA,2016,"Paris et al.","adult","lifetime reproductive success","reproduction","individual"
"406","ARM","ML","Récapet et al. 2016","p132","c286","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"natural","N","natal","settlement","clutch size","contrast","A","F",91,"non-disperser","disperser",57,34,6.5,6.3,"mean clutch size","SD",0.7,1,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"407","ARM","ML","Récapet et al. 2016","p132","c286","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"natural","N","natal","settlement","brood size at hatching","contrast","A","F",91,"non-disperser","disperser",57,34,5.9,6,"mean brood size","SD",1.2,1.1,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"408","ARM","ML","Récapet et al. 2016","p132","c287","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"semi-natural","N","natal","settlement","clutch size","contrast","A","F",93,"non-disperser","disperser",62,31,6.5,6.4,"mean clutch size","SD",0.8,0.8,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"409","ARM","ML","Récapet et al. 2016","p132","c287","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"semi-natural","N","natal","settlement","brood size at hatching","contrast","A","F",93,"non-disperser","disperser",62,31,6,6,"mean brood size","SD",1.1,1.1,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"410","ARM","ML","Récapet et al. 2016","p132","c288","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"natural","N","natal","settlement","clutch size","contrast","A","M",84,"non-disperser","disperser",64,20,6.4,6.6,"mean clutch size","SD",0.9,0.8,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"411","ARM","ML","Récapet et al. 2016","p132","c288","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"natural","N","natal","settlement","brood size at hatching","contrast","A","M",84,"non-disperser","disperser",64,20,5.9,6,"mean brood size","SD",1.2,1.2,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"412","ARM","ML","Récapet et al. 2016","p132","c289","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"semi-natural","N","natal","settlement","clutch size","contrast","A","M",91,"non-disperser","disperser",65,26,6.4,6.1,"mean clutch size","SD",0.8,0.6,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"413","ARM","ML","Récapet et al. 2016","p132","c289","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.6398015281515,18.6068330772448,"N",NA,"semi-natural","N","natal","settlement","brood size at hatching","contrast","A","M",91,"non-disperser","disperser",65,26,6.2,5.6,"mean brood size","SD",0.9,1.2,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Récapet et al.","adult","lifetime breeding success","reproduction","individual"
"414","ARM","SLPB","Kapota et al.. 2016","p133","c285","s076","red fox","Vulpes vulpes","Vulpes vulpes","Mammalia","Amir","Israel",33.1780718071472,35.6191624980179,"Y",NA,"natural","N","natal","prospection","survival (monthly)","contrast","YA","B",154,"non-disperser","disperser",132,22,0.9750496,0.9381598,"survival rate","SD",0.05635207,0.1151627,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Kapota et al..","adult","survival","survival","individual"
"415","ARM","SLPB","Kapota et al.. 2016","p133","c290","s102","golden jackal","Canis aureus","Canis aureus","Mammalia","Amir","Israel",33.1780718071472,35.6191624980179,"Y",NA,"natural","N","natal","prospection","survival (monthly)","contrast","YA","B",39,"non-disperser","disperser",31,8,0.9726426,0.9620556,"survival rate","SD",0.06945705,0.05731238,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Kapota et al..","adult","survival","survival","individual"
"416","ARM","SLPB","Kapota et al.. 2016","p133","c291","s102","golden jackal","Canis aureus","Canis aureus","Mammalia","Amir","Israel",33.1780718071472,35.6191624980179,"Y",NA,"semi-natural","N","natal","prospection","survival (monthly)","contrast","YA","B",39,"non-disperser","disperser",31,8,0.9224002,0.8969211,"survival rate","SD",0.1829406,0.1246508,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Kapota et al..","adult","survival","survival","individual"
"417","ARM",NA,"Kingma et al. 2016","p134","c292","s103","seychelles warbler","Acrocephalus sechellensis","Acrocephalus sechellensis","Aves","Cousin Island","Seychelles",-4.3314821342503,55.6620383274886,"Y",NA,"natural","N","natal","prospection","survival to following year","contrast","JYA","B",175,"non-disperser","disperser",164,11,67,9,"percent alive",NA,NA,NA,"percent_method1",1,"linear model","glm","estimate",-2.897,"negative = non-disperser did better than disperser",NA,0.007,"SE",1.081,2016,"Kingma et al.","mix","survival","survival","individual"
"418","ARM",NA,"Kingma et al. 2016","p134","c293","s103","seychelles warbler","Acrocephalus sechellensis","Acrocephalus sechellensis","Aves","Cousin Island","Seychelles",-4.3314821342503,55.6620383274886,"Y",NA,"natural","N","natal","settlement","gain breeding position (survivors only)","contrast","JYA","B",243,"non-disperser","disperser",222,21,50,95,"percent breeding",NA,NA,NA,"percent_method1",1,"linear model","glm","estimate",2.86,"positive = disperser did better than non-disperser",NA,0.006,"SE",1.039,2016,"Kingma et al.","mix","lifetime breeding success","reproduction","individual"
"419","ARM",NA,"García-Navas et al. 2016","p135","c294","s104","snow vole","Chionomys nivalis","Chionomys nivalis","Mammalia","Churwalden","Switzerland",46.7813901827191,9.54312180572391,"Y",NA,"natural","N","natal","settlement","number of offspring","gradient","YA","F",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estimate_method2",1,"linear model","glmm","estimate",-0.008,"negative = non-disperser did better than disperser",NA,0.055,"SE",0.004,2016,"García-Navas et al.","adult","lifetime breeding success","reproduction","individual"
"420","ARM",NA,"García-Navas et al. 2016","p135","c295","s104","snow vole","Chionomys nivalis","Chionomys nivalis","Mammalia","Churwalden","Switzerland",46.7813901827191,9.54312180572391,"Y",NA,"natural","N","natal","settlement","number of offspring","gradient","YA","M",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estimate_method2",1,"linear model","glmm","estimate",-0.002,"negative = non-disperser did better than disperser",NA,0.18,"SE",0.001,2016,"García-Navas et al.","adult","lifetime breeding success","reproduction","individual"
"421","ARM","ML","Walters & Garcia 2016","p136","c296","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Fayetteville","North Carolina",35.0544505603191,-78.8726816106093,"N",NA,"natural","N","natal","settlement","reproductive success","contrast","YA","M",2981,"non-disperser","disperser",2094,887,5.444126074,53.77677565,"percent breeding",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime breeding success","reproduction","individual"
"422","ARM","ML","Walters & Garcia 2016","p136","c297","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Fayetteville","North Carolina",35.0544505603191,-78.8726816106093,"N",NA,"natural","N","natal","settlement","reproductive success","contrast","YA","F",2389,"non-disperser","disperser",247,2142,20.64777328,70.96171802,"percent breeding",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime breeding success","reproduction","individual"
"423","ARM","ML","Walters & Garcia 2016","p136","c298","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","attaining breeder position","contrast","YA","M",63,"non-disperser","disperser",19,44,100,100,"percent breeding",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime breeding success","reproduction","individual"
"424","ARM","ML","Walters & Garcia 2016","p136","c299","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","attaining breeder position","contrast","YA","M",113,"non-disperser","disperser",98,15,53,38,"percent breeding",NA,NA,NA,"percent_method1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime breeding success","reproduction","individual"
"425","ARM","ML","Walters & Garcia 2016","p136","c298","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","number of years breeding","contrast","YA","M",63,"non-disperser","disperser",19,44,5.9,4,"mean years",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","reproductive lifespan and/or attempts","reproduction","individual"
"426","ARM","ML","Walters & Garcia 2016","p136","c299","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","number of years breeding","contrast","YA","M",113,"non-disperser","disperser",98,15,4.1,3.7,"mean years",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","reproductive lifespan and/or attempts","reproduction","individual"
"427","ARM","ML","Walters & Garcia 2016","p136","c298","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","number of fledglings","contrast","YA","M",63,"non-disperser","disperser",19,44,8.3,4.6,"mean number of fledglings",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime reproductive success","reproduction","individual"
"428","ARM","ML","Walters & Garcia 2016","p136","c299","s068","red-cockaded woodpecker","Picoides borealis","Picoides borealis","Aves","Camp Lejeune","North Carolina",34.5841533800836,-77.3591489054298,"N",NA,"natural","N","natal","settlement","number of fledglings","contrast","YA","M",113,"non-disperser","disperser",98,15,3.5,1.4,"mean number of fledglings",NA,NA,NA,"count_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Walters & Garcia","adult","lifetime reproductive success","reproduction","individual"
"429","SLPB","ARM","Veenstra & Byrne 1999","p137","c300","s105","sweet potato whitefly","Bemisia tabaci","Bemisia tabaci","Insecta","Maricopa","Arizona",33.4654940712386,-112.079651622534,"Y",NA,"semi-natural","N","B","prospection","eggs per individual","contrast","A","F",24.5,"non-disperser","disperser",12.25,12.25,4.768341,3.87834,"mean n of eggs per individual","SD",1.867274,2.312748,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,"Veenstra & Byrne","adult","lifetime breeding success","reproduction","individual"
"430","SLPB","ARM","Veenstra & Byrne 1999","p137","c301","s105","sweet potato whitefly","Bemisia tabaci","Bemisia tabaci","Insecta","Maricopa","Arizona",33.4654940712386,-112.079651622534,"Y",NA,"semi-natural","N","B","prospection","eggs per individual","contrast","A","F",24.5,"non-disperser","disperser",12.25,12.25,5.916215,5.477035,"mean n of eggs per individual","SD",1.755464,2.345085,"mean_method",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,"Veenstra & Byrne","adult","lifetime breeding success","reproduction","individual"
"431","ARM",NA,"Récapet et al. 2017","p138","c304","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"semi-natural","N","B","settlement","fledging probablity","contrast","YA","F",83,"non-disperser","disperser",55,28,NA,NA,NA,NA,NA,NA,"estimate_method1",1,"linear model","glmm","estimate",1.53,"positive = disperser did better than non-disperser",1,0.047,"SE",0.77,2017,"Récapet et al.","adult","lifetime reproductive success","reproduction","individual"
"432","ARM",NA,"Récapet et al. 2017","p138","c305","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"semi-natural","N","B","settlement","fledging probablity","contrast","YA","M",77,"non-disperser","disperser",63,14,NA,NA,NA,NA,NA,NA,"estimate_method1",1,"linear model","glmm","estimate",14.52,"positive = disperser did better than non-disperser",1,0.014,"SE",5.91,2017,"Récapet et al.","adult","lifetime reproductive success","reproduction","individual"
"433","ARM","ML","Germain et al. 2017b","p139","c306","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"natural","N","natal","settlement","number of recruits","contrast","YA","B",210,"non-disperser","disperser",60,150,NA,NA,NA,NA,NA,NA,"estimate_method1",1,"linear model","glmm","estimate",0.07,"positive = disperser did better than non-disperser",1,0.329,"SE",0.07,2017,"Germain et al.","adult","offspring survival","survival","offspring"
"434","ARM","ML","Germain et al. 2017b","p139","c306","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"natural","N","natal","settlement","survival to following year","contrast","YA","B",245,"non-disperser","disperser",70,175,NA,NA,NA,NA,NA,NA,"estimate_method1",1,"linear model","glmm","estimate",0.18,"positive = disperser did better than non-disperser",1,0.156,"SE",0.13,2017,"Germain et al.","adult","survival","survival","individual"
"435","ARM","SLPB","Germain et al. 2017a","p140","c307","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"semi-natural","C","B","prospection","successfully settling","contrast","JYA","B",456,"non-disperser","disperser",212,244,0.686469,0.5144155,"mean probability of settling","SD",0.3408686,0.3885525,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"Germain et al.","mix","survival","survival","individual"
"436","ARM","SLPB","Germain et al. 2017a","p140","c308","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"semi-natural","C","B","prospection","successfully settling","contrast","JYA","B",344,"non-disperser","disperser",212,132,0.686469,0.6648281,"mean probability of settling","SD",0.3408686,0.2873766,"proportion_method2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"Germain et al.","mix","survival","survival","individual"
"437","ARM","SLPB","Germain et al. 2017a","p140","c309","s019","collared flycatcher","Ficedula albicollis","Ficedula albicollis","Aves","Gotland","Sweden",57.7982234095406,18.4640108223027,"Y",NA,"semi-natural","C","B","prospection","number of fledglings among successful nests","contrast","YA","B",403.2653061,"non-disperser","disperser",187.4829932,215.7823129,NA,NA,NA,NA,NA,NA,"estimate_method1",1,"linear model","glmm","estimate",0.16,"positive = disperser did better than non-disperser",NA,NA,"SE",0.18,2017,"Germain et al.","adult","lifetime reproductive success","reproduction","individual"
