obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1743,Proceedings of the Royal Society B: Biological Sciences,p123,c264,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2010,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,reproductive effort (see comments),N,contrast,A,F,24,non-disperser,disperser,17,7,-0.17765591,0.54863345,mean reproductive effort,SD,0.10543464,0.67512578,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 3,4 yo age class; reproductive effort = difference between litter size and expected litter size given snout-vent length; investigated this value an it's OK
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1744,Proceedings of the Royal Society B: Biological Sciences,p123,c265,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2011,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,reproductive effort (see comments),N,contrast,A,F,11,non-disperser,disperser,7,4,1.16774367,-2.08191292,mean reproductive effort,SD,0.23660107,1.83608802,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 1 page 3,>4 yo age class; reproductive effort = difference between litter size and expected litter size given snout-vent length; investigated this value an it's OK
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1745,Proceedings of the Royal Society B: Biological Sciences,p123,c266,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2012,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,prospection,survival,N,contrast,J,F,332,non-disperser,disperser,255,77,0.5026667,0.5907724,survival rate,SD,0.3790615,0.363456,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 4,"first winter age class; emailed for data Oct 2, 2023; emailed again Oct 30, 2023; extracted n from raw data; SE reported in figure"
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1746,Proceedings of the Royal Society B: Biological Sciences,p123,c267,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2013,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,survival,N,contrast,Y,F,85,non-disperser,disperser,63,22,0.6927091,0.6991444,survival rate,SD,0.3248384,0.3351406,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 4,"yearling age class; emailed for data Oct 2, 2023; emailed again Oct 30, 2023; extracted n from raw data; SE reported in figure"
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1747,Proceedings of the Royal Society B: Biological Sciences,p123,c268,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2014,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,survival,N,contrast,A,F,71,non-disperser,disperser,52,19,0.59258,0.6286126,survival rate,SD,0.3318683,0.4569559,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 4,"2 yo age class; emailed for data Oct 2, 2023; emailed again Oct 30, 2023; extracted n from raw data; SE reported in figure"
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1748,Proceedings of the Royal Society B: Biological Sciences,p123,c269,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2015,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,survival,N,contrast,A,F,43,non-disperser,disperser,33,10,0.5525669,0.1901166,survival rate,SD,0.3358882,0.2198335,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 4,"3 yo age class; emailed for data Oct 2, 2023; emailed again Oct 30, 2023; extracted n from raw data; SE reported in figure"
ARM,SN,Cotto et al. 2015,Dispersal as a source of variation in age-specific reproductive strategies in a wild population of lizards,,10.1098/rspb.2015.1749,Proceedings of the Royal Society B: Biological Sciences,p123,c270,s001,common lizard,Zootoca vivipara,Zootoca vivipara,Reptilia,1989-2016,Finiels,France,"44.404298542742175, 3.7473010770562816",Y,semi-natural,N,natal,settlement,survival,N,contrast,A,F,20,non-disperser,disperser,18,2,0.2310422,0.3163211,survival rate,SD,0.2043675,0.1843571,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,figure 4 page 4,"4 yo age class; emailed for data Oct 2, 2023; emailed again Oct 30, 2023; extracted n from raw data; SE reported in figure"
ARM,NA,Castaño et al. 2015,Dispersal and Survival of Juvenile Black Vultures Aegypius monachus in Central Spain,,10.13157/arla.62.2.2015.351,Ardeola,p124,c271,s097,black vulture,Aegypius monachus,Aegypius monachus,Aves,2010-2012,Mota del Cuervo,Spain,"39.50171738055852, -2.8710853430559404",Y,natural,N,natal,prospection,survival,N,gradient,J,B,8,dead,alive,5,3,105,419.6667,mean km,SD,107.6824,209.4047,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"table 1 page 354-5, text page 358","calculated mean and SD from raw data; excluded ""recovered and released"" individuals"
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-4,Evolutionary Ecology,p125,c272,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of fledglings,N,contrast,YA,M,160,non-disperser,disperser,68,92,18.94,14.75,mean number of fledglings,SD,10.96746096,9.783496308,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,immigrants versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-8,Evolutionary Ecology,p125,c272,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of recruits,N,contrast,YA,M,160,non-disperser,disperser,68,92,0.98,0.88,mean number of recruits,SD,1.3193938,1.246916196,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,immigrants versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-5,Evolutionary Ecology,p125,c273,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of fledglings,N,contrast,YA,M,97,non-disperser,disperser,68,29,18.94,22.14,mean number of fledglings,SD,10.96746096,15.18616476,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,local dispersers versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-9,Evolutionary Ecology,p125,c273,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of recruits,N,contrast,YA,M,97,non-disperser,disperser,68,29,0.98,1.82,mean number of recruits,SD,1.3193938,2.261769219,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,local dispersers versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-6,Evolutionary Ecology,p125,c274,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of fledglings,N,contrast,YA,F,153,non-disperser,disperser,42,111,16.62,19.15,mean number of fledglings,SD,10.49879993,12.01064528,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,immigrants versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-10,Evolutionary Ecology,p125,c274,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of recruits,N,contrast,YA,F,153,non-disperser,disperser,42,111,1.24,1.1,mean number of recruits,SD,1.490570361,1.369634988,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,immigrants versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-7,Evolutionary Ecology,p125,c275,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of fledglings,N,contrast,YA,F,109,non-disperser,disperser,42,67,16.62,16.7,mean number of fledglings,SD,10.49879993,11.13207977,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,local dispersers versus residents; converted SE to SD
ARM,NA,van Overveld et al. 2015,No evidence for correlational selection on exploratory behaviour and natal dispersal in the great tit,,10.1007/s10682-014-9737-11,Evolutionary Ecology,p125,c275,s015,great tit,Parus major,Parus major,Aves,2001-2009,Boechout,Belgium,"51.16640303621758, 4.494866044926859",Y,natural,C,natal,settlement,number of recruits,N,contrast,YA,F,109,non-disperser,disperser,42,67,1.24,0.85,mean number of recruits,SD,1.490570361,1.309656443,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 31,local dispersers versus residents; converted SE to SD
ARM,NA,Manjerovic & Waterman 2015,“Failure to launch”: is there a reproductive cost to males living at home?,,10.1093/jmammal/gyu015,Journal of Mammalogy,p126,c276,s098,cape ground squirrel,Xerus inauris,Xerus inauris,Mammalia,2002-2006,Bloemhof,South Africa,"-27.63880561038747, 25.595798209148313",Y,natural,N,natal,settlement,number of offspring,N,contrast,A,M,106,non-disperser,disperser,24,82,0.75,0.9,mean number of offspring,SD,0.8818163074,1.086646217,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 147,converted SE to SD
ARM,NA,Fasciolo et al. 2016,Limited prospecting behaviour of juvenile Eagle Owls Bubo bubo during natal dispersal: implications for conservation,,10.1080/00063657.2016.1141166,Bird Study,p127,c277,s099,eagle owl,Bubo bubo,Bubo bubo,Aves,2002-2012,Seville,Spain,"37.39077693065982, -5.983211485289554",N,natural,N,B,settlement,survival,N,contrast,JYA,F,39,non-disperser,disperser,10,29,60,55.17241379,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 132,breeders are philopatric individuals; divided the 4 of unknown sex between M and F; morality was grouped across dispersal phases (prospection and settlement); used settlement here given breeders are all settled
ARM,NA,Fasciolo et al. 2016,Limited prospecting behaviour of juvenile Eagle Owls Bubo bubo during natal dispersal: implications for conservation,,10.1080/00063657.2016.1141166,Bird Study,p127,c278,s099,eagle owl,Bubo bubo,Bubo bubo,Aves,2002-2012,Seville,Spain,"37.39077693065982, -5.983211485289554",N,natural,N,B,settlement,survival,N,contrast,JYA,M,69,non-disperser,disperser,24,45,66.66666667,55.55555556,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 132,breeders are philopatric individuals; divided the 4 of unknown sex between M and F; morality was grouped across dispersal phases (prospection and settlement); used settlement here given breeders are all settled
ARM,NA,Dvidian et al. 2016,Why do some males choose to breed at home when most other males disperse?,,10.1126/sciadv.1501236,Science Advances,p128,c279,s061,spotted hyena,Crocuta crocuta,Crocuta crocuta,Mammalia,1996-2014,Ngorongoro,Tanzania,"-2.9154879675828758, 35.405279739398644",Y,natural,N,natal,settlement,age at first reproduction,N,contrast,A,M,124,non-disperser,disperser,24,100,4.2,5.3,mean years,SD,1.4,1.6,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 2,
ARM,NA,Dvidian et al. 2016,Why do some males choose to breed at home when most other males disperse?,,10.1126/sciadv.1501237,Science Advances,p128,c279,s061,spotted hyena,Crocuta crocuta,Crocuta crocuta,Mammalia,1996-2014,Ngorongoro,Tanzania,"-2.9154879675828758, 35.405279739398644",Y,natural,N,natal,settlement,annual number of offspring,N,contrast,A,M,196,non-disperser,disperser,28,168,0.53,0.69,mean number of offspring,SD,0.43,0.73,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 3,
ARM,NA,Dvidian et al. 2016,Why do some males choose to breed at home when most other males disperse?,,10.1126/sciadv.1501238,Science Advances,p128,c279,s061,spotted hyena,Crocuta crocuta,Crocuta crocuta,Mammalia,1996-2014,Ngorongoro,Tanzania,"-2.9154879675828758, 35.405279739398644",Y,natural,N,natal,settlement,survival,N,contrast,A,M,251,non-disperser,disperser,41,210,7,8,median years,NA,NA,NA,estimate_method1,1,cox proportional hazard,hazard ratio,estimate,1.4,positive = disperser did better than non-disperser,1,0.27,0.27,SE,0.4239658,text page 3,converted CI to SE; estimate CI: 0.79 to 2.46
ARM,NA,Pakanen et al. 2016,Sex-specific mortality costs of dispersal during the post-settlement stage promote male philopatry in a resident passerine,,10.1007/s00265-016-2178-z,Behavioural Ecology and Sociobiology,p129,c280,s100,willow tit,Poecile montanus,Poecile montanus,Aves,1991-1998,Oulo,Finland,"65.00932496462188, 25.48027755665224",Y,natural,N,natal,settlement,breeding probability (not defined),N,contrast,A,F,47,non-disperser,disperser,13,34,0.769,0.912,probability of breeding,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table S7 in supplement 2,
ARM,NA,Pakanen et al. 2016,Sex-specific mortality costs of dispersal during the post-settlement stage promote male philopatry in a resident passerine,,10.1007/s00265-016-2178-z,Behavioural Ecology and Sociobiology,p129,c281,s100,willow tit,Poecile montanus,Poecile montanus,Aves,1991-1998,Oulo,Finland,"65.00932496462188, 25.48027755665224",Y,natural,N,natal,settlement,breeding probability (not defined),N,contrast,A,M,74,non-disperser,disperser,44,30,0.591,0.733,probability of breeding,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table S7 in supplement 2,
ARM,NA,Åkesson et al. 2016,Genetic rescue in a severely inbred wolf population,,10.1111/mec.13797,Molecular Ecology,p130,c282,s036,gray wolf,Canis lupus,Canis lupus,Mammalia,2008-2012,Filipstad,Sweden,"59.71668949426208, 14.170776811077332",Y,natural,N,natal,settlement,offspring survival,N,contrast,A,B,28,non-disperser,disperser,24,4,0.7502955,0.7357143,mean percent alive,SD,0.2380342,0.2323351,proportion_method2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 4750,calculated from raw data
ARM,NA,Åkesson et al. 2016,Genetic rescue in a severely inbred wolf population,,10.1111/mec.13797,Molecular Ecology,p130,c282,s036,gray wolf,Canis lupus,Canis lupus,Mammalia,2008-2012,Filipstad,Sweden,"59.71668949426208, 14.170776811077332",Y,natural,N,natal,settlement,offspring successfully bred at least once,N,contrast,A,B,28,non-disperser,disperser,24,4,0.1356036,0.4892857,mean percent bred,SD,0.1595372,0.08586297,proportion_method2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 page 4750,calculated from raw data
ARM,ML,Paris et al. 2016,Female-biased dispersal in a spatially restricted endemic island bird,,10.1007/s00265-016-2210-3,Behavioural Ecology And Sociobiology,p131,c283,s101,chatham island black robin,Petroica traversi,Petroica traversi,Aves,2007-2011,Rangatira Island,New Zealand,"-44.347441654939125, -176.1743385681662",Y,natural,N,natal,settlement,breeding success (ratio of chicks fledged to number of eggs laid),N,contrast,A,F,28,non-disperser,disperser,5,23,NA,NA,NA,NA,NA,NA,F_method1,-1,linear model,glm,chi2,7.04,positive = non-disperser did better than disperser,1,<0.01,0.01,NA,NA,text page 4,sample sizes come from figure 1b page 5
ARM,ML,Paris et al. 2016,Female-biased dispersal in a spatially restricted endemic island bird,,10.1007/s00265-016-2210-3,Behavioural Ecology And Sociobiology,p131,c284,s101,chatham island black robin,Petroica traversi,Petroica traversi,Aves,2007-2011,Rangatira Island,New Zealand,"-44.347441654939125, -176.1743385681662",Y,natural,N,natal,settlement,breeding success (ratio of chicks fledged to number of eggs laid),N,contrast,A,M,38,non-disperser,disperser,29,9,NA,NA,NA,NA,NA,NA,F_method1,-1,linear model,glm,chi2,0.056,positive = non-disperser did better than disperser,1,0.81,0.81,NA,NA,text page 4,sample sizes come from figure 1a page 5
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c286,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,natural,N,natal,settlement,clutch size,N,contrast,A,F,91,non-disperser,disperser,57,34,6.5,6.3,mean clutch size,SD,0.7,1,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,control plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c286,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,natural,N,natal,settlement,brood size at hatching,N,contrast,A,F,91,non-disperser,disperser,57,34,5.9,6,mean brood size,SD,1.2,1.1,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,control plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c287,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,semi-natural,N,natal,settlement,clutch size,N,contrast,A,F,93,non-disperser,disperser,62,31,6.5,6.4,mean clutch size,SD,0.8,0.8,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,manipulated plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c287,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,semi-natural,N,natal,settlement,brood size at hatching,N,contrast,A,F,93,non-disperser,disperser,62,31,6,6,mean brood size,SD,1.1,1.1,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,manipulated plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c288,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,natural,N,natal,settlement,clutch size,N,contrast,A,M,84,non-disperser,disperser,64,20,6.4,6.6,mean clutch size,SD,0.9,0.8,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,control plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c288,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,natural,N,natal,settlement,brood size at hatching,N,contrast,A,M,84,non-disperser,disperser,64,20,5.9,6,mean brood size,SD,1.2,1.2,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,control plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c289,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,semi-natural,N,natal,settlement,clutch size,N,contrast,A,M,91,non-disperser,disperser,65,26,6.4,6.1,mean clutch size,SD,0.8,0.6,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,manipulated plot
ARM,ML,Récapet et al. 2016,Differences in the oxidative balance of dispersing and non-dispersing individuals: an experimental approach in a passerine bird,,10.1186/s12862-016-0697-x,BMC Evolutionary Biology,p132,c289,s019,collared flycatcher,Ficedula albicollis,Ficedula albicollis,Aves,2012-2013,Gotland,Sweden,"57.639801528151466, 18.606833077244804",N,semi-natural,N,natal,settlement,brood size at hatching,N,contrast,A,M,91,non-disperser,disperser,65,26,6.2,5.6,mean brood size,SD,0.9,1.2,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s2 page 9 in supplement,manipulated plot
ARM,SLPB,Kapota et al.. 2016,Determinants of emigration and their impact on survival during dispersal in fox and jackal populations,,10.1038/srep24021,Scientific Reports,p133,c285,s076,red fox,Vulpes vulpes,Vulpes vulpes,Mammalia,2002-2010,Amir,Israel,"33.17807180714718, 35.619162498017914",Y,natural,N,natal,prospection,survival (monthly),N,contrast,YA,B,154,non-disperser,disperser,132,22,0.9750496,0.9381598,survival rate,SD,0.05635207,0.1151627,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s1 page 1 in supplement,"control plot; converted CIs to SD; group 1 CIs: 0.9635699-0.9829757; group 2 CIs: 0.8696964-0.971817; estimated n (28 dispersal events from 25 individuals, knew fate of 22 dispersal events from an unknown number of indisiduals - assumed 1:1 ratio)"
ARM,SLPB,Kapota et al.. 2016,Determinants of emigration and their impact on survival during dispersal in fox and jackal populations,,10.1038/srep24021,Scientific Reports,p133,c290,s102,golden jackal,Canis aureus,Canis aureus,Mammalia,2002-2010,Amir,Israel,"33.17807180714718, 35.619162498017914",Y,natural,N,natal,prospection,survival (monthly),N,contrast,YA,B,39,non-disperser,disperser,31,8,0.9726426,0.9620556,survival rate,SD,0.06945705,0.05731238,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s1 page 1 in supplement,control plot; converted CIs to SD; group 1 CIs: 0.9373479-0.988302; group 2 CIs: 0.8915453-0.987374; estimated n
ARM,SLPB,Kapota et al.. 2016,Determinants of emigration and their impact on survival during dispersal in fox and jackal populations,,10.1038/srep24021,Scientific Reports,p133,c291,s102,golden jackal,Canis aureus,Canis aureus,Mammalia,2002-2010,Amir,Israel,"33.17807180714718, 35.619162498017914",Y,semi-natural,N,natal,prospection,survival (monthly),N,contrast,YA,B,39,non-disperser,disperser,31,8,0.9224002,0.8969211,survival rate,SD,0.1829406,0.1246508,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table s1 page 1 in supplement,food reduction plot; converted CIs to SD; group 1 CIs: 0.8319437-0.96615; group 2 CIs: 0.7528937-0.961315; estimated n
ARM,NA,Kingma et al. 2016,Delayed dispersal and the costs and benefits of different routes to independent breeding in a cooperatively breeding bird,,10.1111/evo.13071,Evolution,p134,c292,s103,seychelles warbler,Acrocephalus sechellensis,Acrocephalus sechellensis,Aves,2003-2014,Cousin Island,Seychelles,"-4.331482134250303, 55.662038327488574",Y,natural,N,natal,prospection,survival to following year,N,contrast,JYA,B,175,non-disperser,disperser,164,11,67,9,percent alive,NA,NA,NA,percent_method1,1,linear model,glm,estimate,-2.897,negative = non-disperser did better than disperser,NA,0.007,0.007,SE,1.081,table 2a page 2602; text page 2605,philopatric versus floaters
ARM,NA,Kingma et al. 2016,Delayed dispersal and the costs and benefits of different routes to independent breeding in a cooperatively breeding bird,,10.1111/evo.13071,Evolution,p134,c293,s103,seychelles warbler,Acrocephalus sechellensis,Acrocephalus sechellensis,Aves,2003-2014,Cousin Island,Seychelles,"-4.331482134250303, 55.662038327488574",Y,natural,N,natal,settlement,gain breeding position (survivors only),N,contrast,JYA,B,243,non-disperser,disperser,222,21,50,95,percent breeding,NA,NA,NA,percent_method1,1,linear model,glm,estimate,2.86,positive = disperser did better than non-disperser,NA,0.006,0.006,SE,1.039,table 2b page 2602; text page 2603,philopatric versus floaters
ARM,NA,García-Navas et al. 2016,Consequences of natal philopatry for reproductive success and mate choice in an Alpine rodent,,10.1093/beheco/arw031,Behavioural Ecology,p135,c294,s104,snow vole,Chionomys nivalis,Chionomys nivalis,Mammalia,2006-2013,Churwalden,Switzerland,"46.781390182719065, 9.54312180572391",Y,natural,N,natal,settlement,number of offspring,N,gradient,YA,F,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,estimate_method2,1,linear model,glmm,estimate,-0.008,negative = non-disperser did better than disperser,NA,0.055,0.055,SE,0.004,text page 1162,
ARM,NA,García-Navas et al. 2016,Consequences of natal philopatry for reproductive success and mate choice in an Alpine rodent,,10.1093/beheco/arw031,Behavioural Ecology,p135,c295,s104,snow vole,Chionomys nivalis,Chionomys nivalis,Mammalia,2006-2013,Churwalden,Switzerland,"46.781390182719065, 9.54312180572391",Y,natural,N,natal,settlement,number of offspring,N,gradient,YA,M,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,estimate_method2,1,linear model,glmm,estimate,-0.002,negative = non-disperser did better than disperser,NA,0.18,0.18,SE,0.001,text page 1162,
ARM,ML,Walters & Garcia 2016,Red-cockaded woodpeckers: Alternative pathways to breeding success,,10.1017/CBO9781107338357.005,Cooperative Breeding in Vertabrates,p136,c296,s068,red-cockaded woodpecker,Picoides borealis,Picoides borealis,Aves,1980-2013,Fayetteville,North Carolina,"35.054450560319076, -78.87268161060926",N,natural,N,natal,settlement,reproductive success,N,contrast,YA,M,2981,non-disperser,disperser,2094,887,5.444126074,53.77677565,percent breeding,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4.1 page 63,"considered floaters and unrelated helpers to be dispersers; combined study sites (e.g., group 1 n: MCBCL male natal helper 942*0.43=405 + estimated SH male 4773*0.33=1575 + MCBCL male natal breeder 942*0.02=19 + estimated SH male 4773*0.02=95)"
